snapped_at,price,market_cap,total_volume
2021-02-12 00:00:00+00:00,47815.96175554316,890629045243.5952,66187179918.887886
2021-02-13 00:00:00+00:00,47414.1862550079,880620921496.0787,61942185128.99905
2021-02-14 00:00:00+00:00,46941.29208582354,874425017687.0778,55312381649.33813
2021-02-15 00:00:00+00:00,48607.8745224845,905515462576.995,57738376570.13191
2021-02-16 00:00:00+00:00,47898.487027633135,892345220938.2782,61061855793.76279
2021-02-17 00:00:00+00:00,49238.13690672487,917339726314.6964,64141133353.97562
2021-02-18 00:00:00+00:00,52143.6788446198,971516568847.578,68478739131.4286
2021-02-19 00:00:00+00:00,51733.075539032034,963911356673.4604,58486508605.55778
2021-02-20 00:00:00+00:00,56038.72775892988,1044189900351.5892,71397235196.83829
2021-02-21 00:00:00+00:00,56377.63347790987,1050555931433.1448,77351787996.10461
2021-02-22 00:00:00+00:00,57669.3035269179,1075380337357.9144,61223272210.96276
2021-02-23 00:00:00+00:00,54410.85629451601,1012091985973.4642,101532021847.06648
2021-02-24 00:00:00+00:00,48691.894831704405,904133801444.5278,116689607925.81471
2021-02-25 00:00:00+00:00,49849.37871358314,929081504353.552,73140585468.96529
2021-02-26 00:00:00+00:00,46992.665450048495,875883932252.4404,60355381275.54549
2021-02-27 00:00:00+00:00,46551.48747675472,869070614247.8623,74357197463.7094
2021-02-28 00:00:00+00:00,46653.52639939581,869649724200.5775,50989764248.82767
2021-03-01 00:00:00+00:00,44970.163459946736,838307614585.1935,59679588927.08056
2021-03-02 00:00:00+00:00,49787.33995949672,928146793676.4288,63218569171.59831
2021-03-03 00:00:00+00:00,48532.23678981703,905413239164.9064,53499537416.81648
2021-03-04 00:00:00+00:00,50577.45746915202,942969910364.1804,59212268141.16633
2021-03-05 00:00:00+00:00,48727.45120080115,908517236707.5374,60749587836.169136
2021-03-06 00:00:00+00:00,49091.81488232977,911379300053.3456,56568112294.26829
2021-03-07 00:00:00+00:00,49019.36859236582,916504852500.393,41478786533.38212
2021-03-08 00:00:00+00:00,51313.09262027362,955040794770.14,46146324828.48082
2021-03-09 00:00:00+00:00,52328.5359126325,974195000547.444,53568946625.62234
2021-03-10 00:00:00+00:00,54700.27343927744,1018978819157.4176,57418251743.06042
2021-03-11 00:00:00+00:00,56020.4877195857,1044805904677.554,63560545036.79726
2021-03-12 00:00:00+00:00,57788.86810329514,1077836070933.286,64605228617.76096
2021-03-13 00:00:00+00:00,57353.86147197248,1069776383193.8628,59984971691.807
2021-03-14 00:00:00+00:00,61315.197932766816,1145191373521.5942,67332756651.27568
2021-03-15 00:00:00+00:00,59428.96756602776,1111684638819.0725,48104078384.27405
2021-03-16 00:00:00+00:00,55805.32924923426,1049197142851.5632,70594488699.70683
2021-03-17 00:00:00+00:00,56830.253335076224,1060221966894.7418,63219904254.35453
2021-03-18 00:00:00+00:00,59014.92563205099,1101028543248.462,63368268626.27834
2021-03-19 00:00:00+00:00,57922.40959262911,1081065767945.8684,58387006275.72827
2021-03-20 00:00:00+00:00,58243.27060892363,1086741150606.8164,51948388930.75819
2021-03-21 00:00:00+00:00,58376.15847137206,1090022321077.5006,54549112635.67172
2021-03-22 00:00:00+00:00,57573.539344778685,1074356788297.177,55664123837.60256
2021-03-23 00:00:00+00:00,54370.13755789519,1020641820438.662,62001716794.84347
2021-03-24 00:00:00+00:00,54584.86994699455,1017637245492.0176,60383378707.04851
2021-03-25 00:00:00+00:00,52526.86659704657,982797427007.2563,73029051195.05199
2021-03-26 00:00:00+00:00,51416.90830498005,959155260366.7408,63401640502.561295
2021-03-27 00:00:00+00:00,55033.10048044704,1027209990794.894,55442557956.15464
2021-03-28 00:00:00+00:00,55832.41810961832,1042184275332.6416,47285749218.66506
2021-03-29 00:00:00+00:00,55728.10132780653,1039333584621.1438,49315845081.42435
2021-03-30 00:00:00+00:00,57634.92869447539,1075942162536.995,57387039705.47129
2021-03-31 00:00:00+00:00,58668.628336761,1095293012032.8431,52387542500.62196
2021-04-01 00:00:00+00:00,58817.3738884188,1098127310946.8978,57495844477.9185
2021-04-02 00:00:00+00:00,58801.194843878126,1098583823874.2308,54320681400.56781
2021-04-03 00:00:00+00:00,59060.02678333801,1103133931136.5508,52224918752.08043
2021-04-04 00:00:00+00:00,57060.40665471088,1067101827372.9528,52067853987.600494
2021-04-05 00:00:00+00:00,58228.8026234662,1087344280109.6896,46156767978.17735
2021-04-06 00:00:00+00:00,58706.81559311396,1096202611389.954,54670173277.08731
2021-04-07 00:00:00+00:00,58062.17872433649,1084341670320.8142,61497704158.13829
2021-04-08 00:00:00+00:00,56134.41738866435,1050759681844.61,67617613532.43307
2021-04-09 00:00:00+00:00,58065.64402481532,1083362883828.12,48714359354.07226
2021-04-10 00:00:00+00:00,58152.99326214184,1085794662404.731,45880879041.76103
2021-04-11 00:00:00+00:00,59979.39281571831,1116221525334.327,61788197398.73793
2021-04-12 00:00:00+00:00,59988.02095852983,1120606689450.4702,46792500386.96501
2021-04-13 00:00:00+00:00,59911.02059484732,1118532902101.5269,55994558888.5224
2021-04-14 00:00:00+00:00,63576.67604104828,1187737045885.1743,71993120011.18321
2021-04-15 00:00:00+00:00,62807.12323259299,1173412921929.8884,80157135507.58896
2021-04-16 00:00:00+00:00,63179.772446084695,1179561609816.9358,60495376851.28074
2021-04-17 00:00:00+00:00,61497.2995694412,1149602869702.2644,86260673269.76614
2021-04-18 00:00:00+00:00,60273.86667694734,1125592412523.221,63808212132.53643
2021-04-19 00:00:00+00:00,56288.94534001195,1053618163309.5768,102065957642.22952
2021-04-20 00:00:00+00:00,55721.166052695626,1043148020633.034,66156275209.79711
2021-04-21 00:00:00+00:00,56294.728558586925,1055145534127.332,68166802215.75954
2021-04-22 00:00:00+00:00,54190.07026283405,1012699264345.6595,56115370322.140594
2021-04-23 00:00:00+00:00,51965.5664304852,971174701492.849,77897442831.71704
2021-04-24 00:00:00+00:00,51191.1246964079,956744203682.2198,91138220375.4599
2021-04-25 00:00:00+00:00,50133.1073963654,937014999515.3856,49296256745.65119
2021-04-26 00:00:00+00:00,48981.4413932161,915533819859.1392,46233432154.22527
2021-04-27 00:00:00+00:00,53978.80554728962,1008389773189.793,60226926859.91649
2021-04-28 00:00:00+00:00,54991.81484262107,1027617870421.6592,48468560013.13787
2021-04-29 00:00:00+00:00,54810.6138506792,1024625833392.2412,48072930663.01449
2021-04-30 00:00:00+00:00,53596.70402266675,1001973605935.3958,46958036373.36031
2021-05-01 00:00:00+00:00,57828.511814425874,1082721727348.0432,53879045974.4321
2021-05-02 00:00:00+00:00,57812.96915967891,1080897634123.2936,43967070045.82312
2021-05-03 00:00:00+00:00,56600.74528738432,1057850321948.5464,39072664393.929405
2021-05-04 00:00:00+00:00,57200.30029871162,1069571255195.5188,54132470274.07509
2021-05-05 00:00:00+00:00,53464.37021950372,999775008412.3738,71296763919.13268
2021-05-06 00:00:00+00:00,57432.100227087576,1070969079353.5304,72158368257.54709
2021-05-07 00:00:00+00:00,56507.7594398696,1056801053574.5112,87510802710.77629
2021-05-08 00:00:00+00:00,57361.56904328887,1072831991777.4056,68154805947.0942
2021-05-09 00:00:00+00:00,58771.88168950936,1099271802311.4956,66812167538.22713
2021-05-10 00:00:00+00:00,58213.92629374439,1088903483393.3052,67906284080.6139
2021-05-11 00:00:00+00:00,55901.66759456145,1045714370754.1616,76672978747.69038
2021-05-12 00:00:00+00:00,56928.97235660158,1064993057463.8884,67726708140.56509
2021-05-13 00:00:00+00:00,50004.76218313686,935512493150.826,75523928654.34041
2021-05-14 00:00:00+00:00,49972.79539837245,934964766185.9642,104203551167.93764
2021-05-15 00:00:00+00:00,49913.26314398822,935962705739.4398,56820196964.51265
2021-05-16 00:00:00+00:00,46780.90230468821,875321252276.1078,62896879696.14898
2021-05-17 00:00:00+00:00,46585.06413538846,871695620615.745,70636455913.96016
2021-05-18 00:00:00+00:00,43780.82559782485,819256623328.7307,84054878923.85199
2021-05-19 00:00:00+00:00,43091.04144756922,800545278567.6873,65037066859.11668
2021-05-20 00:00:00+00:00,37287.39140242737,697785056487.6051,141151477374.61298
2021-05-21 00:00:00+00:00,40437.73009625558,759679496751.2783,95001812130.50996
2021-05-22 00:00:00+00:00,37339.63420134628,698762712553.7339,88706010988.29123
2021-05-23 00:00:00+00:00,37520.31767547438,702143968883.5249,61178935273.653305
2021-05-24 00:00:00+00:00,34977.527801962424,654558962027.5841,84358034875.51308
2021-05-25 00:00:00+00:00,38642.4422973396,723143072419.7241,71163197727.3351
2021-05-26 00:00:00+00:00,38210.80521759389,715248689989.8947,48724794157.985054
2021-05-27 00:00:00+00:00,39406.934244116186,737668726732.3829,47026386118.47242
2021-05-28 00:00:00+00:00,38642.89555434217,723137484747.1467,40836817155.71973
2021-05-29 00:00:00+00:00,35710.220936529884,668521654364.6696,49991590067.73797
2021-05-30 00:00:00+00:00,34775.07941347281,654239808356.6592,43184025044.7728
2021-05-31 00:00:00+00:00,35714.75202018067,668664301773.5417,30650274657.69525
2021-06-01 00:00:00+00:00,37340.6792659422,699138611681.2975,37950798680.48171
2021-06-02 00:00:00+00:00,36680.06820180283,688726381047.1788,33536905027.71024
2021-06-03 00:00:00+00:00,37685.71798174826,704531333543.3906,31240691604.199257
2021-06-04 00:00:00+00:00,39151.31618380032,733150718114.4554,33396718844.557133
2021-06-05 00:00:00+00:00,36938.72031139185,691747462828.3618,39345490149.31464
2021-06-06 00:00:00+00:00,35546.98596483364,662913486273.3402,34068172835.76665
2021-06-07 00:00:00+00:00,35834.4744744042,671131079523.7289,27689283070.836933
2021-06-08 00:00:00+00:00,33451.38340714534,626527049947.8439,33345528753.340157
2021-06-09 00:00:00+00:00,33557.15068309184,629018966290.4011,46727462986.366455
2021-06-10 00:00:00+00:00,37553.64375851888,705292677171.4633,54511387836.11497
2021-06-11 00:00:00+00:00,36903.304906778896,691681868464.4717,42952476854.83458
2021-06-12 00:00:00+00:00,37289.43252210222,698528023663.5321,36358044262.70976
2021-06-13 00:00:00+00:00,35666.14977877309,668148892256.3638,35710196743.32056
2021-06-14 00:00:00+00:00,39147.70567879997,733402631079.1185,38185633278.28716
2021-06-15 00:00:00+00:00,40624.51305316154,761104314502.2867,45836408439.45157
2021-06-16 00:00:00+00:00,40378.20254971114,756522207420.3483,36706248352.23714
2021-06-17 00:00:00+00:00,38321.454656574206,718016373177.285,36563438889.78541
2021-06-18 00:00:00+00:00,38193.61914194397,715652442155.1261,36330237284.41833
2021-06-19 00:00:00+00:00,35881.11137137543,673761687974.4922,35162612172.75275
2021-06-20 00:00:00+00:00,35581.64226773201,666901325910.3705,28858979691.78587
2021-06-21 00:00:00+00:00,35787.07740523232,670634370556.6146,35609127163.62243
2021-06-22 00:00:00+00:00,31711.93546772701,598335733135.868,51873870276.52254
2021-06-23 00:00:00+00:00,32507.738707026845,606580031922.7239,57443014757.92467
2021-06-24 00:00:00+00:00,33702.61779371396,631634847766.2311,39798236962.44067
2021-06-25 00:00:00+00:00,34675.44910530336,650340461975.8141,31862051544.34989
2021-06-26 00:00:00+00:00,31943.136467863093,598703019611.4526,38635245431.3565
2021-06-27 00:00:00+00:00,32023.97390177492,600235334320.8247,36873109419.90242
2021-06-28 00:00:00+00:00,34607.293274083386,649262127990.3759,34335452117.32629
2021-06-29 00:00:00+00:00,34556.8421269449,647741224116.9337,32453802891.01519
2021-06-30 00:00:00+00:00,35968.993667970346,674231340724.4149,35121257875.54662
2021-07-01 00:00:00+00:00,35171.486304850056,660200427590.4775,31024153846.87852
2021-07-02 00:00:00+00:00,33677.566235922626,629863895571.7473,29129630236.14075
2021-07-03 00:00:00+00:00,33950.786555181,633684390025.5607,25084046353.169456
2021-07-04 00:00:00+00:00,34729.89077801021,650382046624.6503,22986053604.70427
2021-07-05 00:00:00+00:00,35394.213074080915,663571591568.1959,22727930417.748825
2021-07-06 00:00:00+00:00,33928.13421837147,636061920914.8282,25894820184.74507
2021-07-07 00:00:00+00:00,34149.98981477412,640405812761.686,26106856611.92326
2021-07-08 00:00:00+00:00,33932.25463831538,636246944189.2604,23692220470.135063
2021-07-09 00:00:00+00:00,32933.578199292395,617861633771.9894,29065577052.29722
2021-07-10 00:00:00+00:00,33971.29774975796,637000370375.4657,24282108111.21572
2021-07-11 00:00:00+00:00,33704.53847440508,632185737683.1548,20558304483.59407
2021-07-12 00:00:00+00:00,34299.938016517444,643335853171.1349,17798828844.27227
2021-07-13 00:00:00+00:00,33262.6543524462,623350567666.981,21683885320.611263
2021-07-14 00:00:00+00:00,32676.38380096018,613002045101.37,19932531699.624603
2021-07-15 00:00:00+00:00,32878.50187357147,616691143979.958,21779069066.445965
2021-07-16 00:00:00+00:00,31726.038833909817,595342431373.8641,21557729227.284348
2021-07-17 00:00:00+00:00,31399.653128682126,588495008675.5178,22671859962.66356
2021-07-18 00:00:00+00:00,31588.6713510167,592581931071.2119,17715455994.789402
2021-07-19 00:00:00+00:00,31919.393922554555,597872278369.1111,17742105807.895496
2021-07-20 00:00:00+00:00,30928.211908849244,580252472382.7122,20095540828.29569
2021-07-21 00:00:00+00:00,29971.903783612062,561743228116.5483,23000299061.896305
2021-07-22 00:00:00+00:00,32383.78112696872,605357009416.7555,29070652059.995014
2021-07-23 00:00:00+00:00,32409.499767175417,607621607805.3499,19741588059.45234
2021-07-24 00:00:00+00:00,33455.55127272261,627747173675.4332,22937379734.63381
2021-07-25 00:00:00+00:00,34213.59993217662,642012590040.6406,22120323672.36721
2021-07-26 00:00:00+00:00,35456.12466076684,664681184168.7764,20929083220.53677
2021-07-27 00:00:00+00:00,37281.91809217662,701921012034.6644,53550491997.72306
2021-07-28 00:00:00+00:00,39076.59377063225,732311951673.3547,36401287454.43055
2021-07-29 00:00:00+00:00,40031.19824444798,751371299910.5153,41369107422.71703
2021-07-30 00:00:00+00:00,39977.75693922764,750407963580.4731,28717414113.01727
2021-07-31 00:00:00+00:00,41936.261478677225,786531956383.648,35530501782.520935
2021-08-01 00:00:00+00:00,41754.16660435275,784039345926.1898,28437941447.49927
2021-08-02 00:00:00+00:00,39914.82975848789,747403845431.8284,28555173661.663795
2021-08-03 00:00:00+00:00,39278.76650810368,737440183775.5553,28057528866.262108
2021-08-04 00:00:00+00:00,38368.35401197897,720835141114.3336,28422901237.16951
2021-08-05 00:00:00+00:00,39751.58457509862,747085951935.0547,27751046040.329308
2021-08-06 00:00:00+00:00,40825.3819404497,768416417393.5968,38527930905.31518
2021-08-07 00:00:00+00:00,42802.13717474142,803853127161.2805,40840608016.84309
2021-08-08 00:00:00+00:00,44647.57760300116,838457486987.6113,42725276705.46515
2021-08-09 00:00:00+00:00,43753.21786264632,821704814136.0109,39633218478.615295
2021-08-10 00:00:00+00:00,46311.00189857689,861862844505.6104,42726733997.85781
2021-08-11 00:00:00+00:00,45639.51401890709,854344953098.7552,35669862361.54627
2021-08-12 00:00:00+00:00,45652.06012506926,857660568377.3856,35679832771.371475
2021-08-13 00:00:00+00:00,44495.20979327958,836054770491.896,35838614930.04035
2021-08-14 00:00:00+00:00,47717.27052766495,895084141168.7996,34320865037.164627
2021-08-15 00:00:00+00:00,47088.85313451467,886593539912.8141,33294851810.64847
2021-08-16 00:00:00+00:00,47025.00323011282,882888202377.7089,32863850458.005253
2021-08-17 00:00:00+00:00,46031.75754362583,866391335029.3693,34221605780.00136
2021-08-18 00:00:00+00:00,44534.45485421991,836777066605.9799,34488116651.18446
2021-08-19 00:00:00+00:00,45015.46554608543,847143004614.999,34668999387.83819
2021-08-20 00:00:00+00:00,46745.03462296988,867650725472.864,38434805722.95271
2021-08-21 00:00:00+00:00,49195.87860189616,923013359587.472,36497089236.87114
2021-08-22 00:00:00+00:00,48933.68915131164,920750216465.3846,42147725293.165855
2021-08-23 00:00:00+00:00,49250.54486971799,925630106451.4792,27110183703.24463
2021-08-24 00:00:00+00:00,49518.57748790696,930729196214.2946,35800255386.41374
2021-08-25 00:00:00+00:00,47940.6079149608,902489541307.5308,38387146174.87064
2021-08-26 00:00:00+00:00,49002.70376627545,921328247353.5627,33517327123.555374
2021-08-27 00:00:00+00:00,47229.070650876114,887832142450.1957,33774857002.92822
2021-08-28 00:00:00+00:00,49083.10330586219,922969799298.94,34607868773.39842
2021-08-29 00:00:00+00:00,48936.53725414221,920017911098.7556,28491785397.36584
2021-08-30 00:00:00+00:00,48907.27073106221,919515378468.8468,26244843557.507877
2021-08-31 00:00:00+00:00,47124.25422469402,885729258052.6316,32326073271.91957
2021-09-01 00:00:00+00:00,47335.42029920565,890014982634.8986,34868965959.24512
2021-09-02 00:00:00+00:00,48823.05520964915,918058330851.4828,39060601275.21267
2021-09-03 00:00:00+00:00,49338.78465183332,927323146557.212,39362789535.46043
2021-09-04 00:00:00+00:00,49934.5282762881,937295558515.289,42934455726.28852
2021-09-05 00:00:00+00:00,50013.02994694588,940538655659.8083,36985805206.72937
2021-09-06 00:00:00+00:00,51696.206431317885,971284117138.44,31765191430.17128
2021-09-07 00:00:00+00:00,52739.80016634552,992868819862.2306,37532574716.902405
2021-09-08 00:00:00+00:00,46995.16417095979,881943904968.6511,64010507329.271904
2021-09-09 00:00:00+00:00,46085.02861578186,866885887154.3109,48151104381.08485
2021-09-10 00:00:00+00:00,46518.94118660236,876179332243.7437,38581092903.84418
2021-09-11 00:00:00+00:00,44802.60640249699,842222636395.4677,38051987740.15768
2021-09-12 00:00:00+00:00,45196.488277558245,849828231595.6722,34160277726.441067
2021-09-13 00:00:00+00:00,46195.21830082935,869122611514.091,27585855039.22065
2021-09-14 00:00:00+00:00,45139.83396873267,848992511473.5618,40683028027.85497
2021-09-15 00:00:00+00:00,47135.43199562694,886524004596.6061,38645575965.52751
2021-09-16 00:00:00+00:00,48186.53275704722,906727769791.0696,30037816650.128475
2021-09-17 00:00:00+00:00,47879.47343992101,900990520811.9348,31578783374.768665
2021-09-18 00:00:00+00:00,47228.65821623257,892585184977.8329,27731209179.052345
2021-09-19 00:00:00+00:00,48266.62707279063,907957032341.1344,27630476157.8273
2021-09-20 00:00:00+00:00,47371.03933236471,891560241243.0585,26163167368.59442
2021-09-21 00:00:00+00:00,42932.94659595412,805826302811.3501,41220025453.5186
2021-09-22 00:00:00+00:00,40386.62363528928,760802031650.6051,45940419565.082825
2021-09-23 00:00:00+00:00,43587.22305058473,820460824050.9529,36624234960.05299
2021-09-24 00:00:00+00:00,44980.898214810935,846615719473.8734,33594750549.99859
2021-09-25 00:00:00+00:00,42752.1681545072,809772498812.6799,42973070342.65028
2021-09-26 00:00:00+00:00,42856.85516422452,808279417023.3408,30898116660.05655
2021-09-27 00:00:00+00:00,43336.86123324274,825341135635.7169,30462815705.283737
2021-09-28 00:00:00+00:00,42247.35572900636,794889951096.439,30483144439.45263
2021-09-29 00:00:00+00:00,41010.37519836549,775534111089.4891,29691944223.292786
2021-09-30 00:00:00+00:00,41587.66786232295,782626384092.2843,30068690311.96594
2021-10-01 00:00:00+00:00,43859.32614724109,827840965059.6127,30859918334.565014
2021-10-02 00:00:00+00:00,48181.87627260008,906929641888.8243,42089383189.81192
2021-10-03 00:00:00+00:00,47777.762019063,900582483713.1118,29742127387.956062
2021-10-04 00:00:00+00:00,48282.97113857447,910331395887.4816,26034594561.96341
2021-10-05 00:00:00+00:00,49260.23232113069,927812140868.0522,32691763060.319107
2021-10-06 00:00:00+00:00,51668.99422435564,973040988102.9114,35480330025.02791
2021-10-07 00:00:00+00:00,55415.00574202895,1044675252844.3665,48462388015.80152
2021-10-08 00:00:00+00:00,53894.59599452107,1015246512238.866,36549815857.28183
2021-10-09 00:00:00+00:00,54010.93747374405,1016650501581.1074,33935485256.826164
2021-10-10 00:00:00+00:00,55125.46033768045,1038524699061.4408,31927344846.44677
2021-10-11 00:00:00+00:00,54711.86959664297,1030788036761.6326,38579271671.06987
2021-10-12 00:00:00+00:00,57572.51085559653,1084736227837.6608,41913482915.37917
2021-10-13 00:00:00+00:00,56335.035460511535,1061829863954.132,40021384610.698265
2021-10-14 00:00:00+00:00,57487.9858804222,1083366079898.5511,41216945749.34656
2021-10-15 00:00:00+00:00,57452.43178503547,1082900149762.5826,35994603913.188385
2021-10-16 00:00:00+00:00,61809.02394427028,1164782155730.3254,53653355008.40819
2021-10-17 00:00:00+00:00,61165.63564211521,1153847028824.7434,35385452268.77726
2021-10-18 00:00:00+00:00,61583.77443961336,1160650121141.9934,29625957541.677635
2021-10-19 00:00:00+00:00,62017.972725178704,1173944883529.633,39610183787.23528
2021-10-20 00:00:00+00:00,64517.64856042277,1217582580302.557,42550624869.2941
2021-10-21 00:00:00+00:00,66237.51755029388,1250376460615.7495,40790757381.60165
2021-10-22 00:00:00+00:00,62541.08693293518,1178926819140.818,48709960685.53348
2021-10-23 00:00:00+00:00,61029.27093182092,1151508584004.7793,40766460604.96904
2021-10-24 00:00:00+00:00,61572.14043422243,1161166467847.4336,28505039147.788773
2021-10-25 00:00:00+00:00,61173.1663907232,1153315262663.0586,29982535557.40278
2021-10-26 00:00:00+00:00,63228.21382584213,1192131994832.5864,30852852368.02752
2021-10-27 00:00:00+00:00,60604.18888794746,1143497865064.6724,33233702858.09473
2021-10-28 00:00:00+00:00,58641.00147419492,1105754837660.925,43976252157.06864
2021-10-29 00:00:00+00:00,60767.55585206728,1145912030969.1882,52318597556.794624
2021-10-30 00:00:00+00:00,62283.19805587354,1178047465292.3655,38648967244.95182
2021-10-31 00:00:00+00:00,61837.257002978935,1166423768409.5984,31810216329.529858
2021-11-01 00:00:00+00:00,61471.86846276259,1159841954948.4832,32494948460.791386
2021-11-02 00:00:00+00:00,61121.83120106507,1152831210803.7048,35834742028.38199
2021-11-03 00:00:00+00:00,63247.20896127831,1186951581189.4705,37335066460.15533
2021-11-04 00:00:00+00:00,63130.94235171542,1187048124213.9268,36561444796.93016
2021-11-05 00:00:00+00:00,61601.74357204975,1157101738112.7314,33152275947.43255
2021-11-06 00:00:00+00:00,61247.38494217787,1154530569293.3604,31182137447.967438
2021-11-07 00:00:00+00:00,61661.35866372036,1162489871875.4807,31423601393.173405
2021-11-08 00:00:00+00:00,63153.230193019495,1191631271447.797,24877902989.784374
2021-11-09 00:00:00+00:00,67617.0155448617,1278797895528.3608,105426313891.40912
2021-11-10 00:00:00+00:00,67145.37493537061,1268116896159.246,41207912437.79217
2021-11-11 00:00:00+00:00,65061.05440696283,1221681091090.63,48648563669.37678
2021-11-12 00:00:00+00:00,65005.64515956679,1228606858156.692,35457583783.213585
2021-11-13 00:00:00+00:00,64432.04794734522,1215930166022.9006,36872626217.74136
2021-11-14 00:00:00+00:00,64660.33535267343,1220299721850.586,29677693457.31651
2021-11-15 00:00:00+00:00,65648.97779110243,1239021452560.904,26088449436.717117
2021-11-16 00:00:00+00:00,63933.83544259933,1206711952537.9358,32107212452.29841
2021-11-17 00:00:00+00:00,60448.56251258625,1141910823555.9597,48978396010.96816
2021-11-18 00:00:00+00:00,60603.65586738653,1138136620641.4888,39200729529.48786
2021-11-19 00:00:00+00:00,56987.32233855049,1075758915731.0364,41828523861.71753
2021-11-20 00:00:00+00:00,58459.25551667463,1103594176399.317,37851259606.14217
2021-11-21 00:00:00+00:00,60082.91166841709,1134300362589.2896,29676550711.713173
2021-11-22 00:00:00+00:00,59139.77927952717,1120610791475.7502,25743426946.96193
2021-11-23 00:00:00+00:00,56386.85685315215,1064619437494.1868,34001467918.52828
2021-11-24 00:00:00+00:00,57748.79317378856,1090380950871.23,36421192856.53637
2021-11-25 00:00:00+00:00,57198.18384629529,1080039673037.4924,31695369987.85105
2021-11-26 00:00:00+00:00,58897.84698299794,1112182356756.767,33721097081.419792
2021-11-27 00:00:00+00:00,53827.79286503472,1016487054819.716,41325811946.27098
2021-11-28 00:00:00+00:00,54533.40388242691,1030781591912.818,28256851067.70268
2021-11-29 00:00:00+00:00,57237.66113709043,1080980050980.763,27659464986.73885
2021-11-30 00:00:00+00:00,57848.77353712989,1092574224475.6908,30985196646.76598
2021-12-01 00:00:00+00:00,57011.28047424234,1076804436724.3243,35723038603.83064
2021-12-02 00:00:00+00:00,57169.37199381056,1079838995016.5872,49383073891.00049
2021-12-03 00:00:00+00:00,56508.26805402271,1067406204922.5636,36296342256.75686
2021-12-04 00:00:00+00:00,53785.96717237922,1016040747069.7008,39527112725.92275
2021-12-05 00:00:00+00:00,49161.99070957517,930097457941.656,55941408415.03649
